dim_table,model,column,kind,calc_dax
z_ProductDetails,Inventory Transactions and Item Balance Detail,Manufacturing Status,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Manufacturing Status Change Date,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,ItemForecastPlannerID,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Cubes,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,ContainerVolume,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Unit Price,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Current Status,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Future Status,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Current SCP Manufacturing Status,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,ItemImage,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Image URL,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Sales Class Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Sales Class Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Marketing Item Status,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Marketing Status Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Discount Class Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Discount Class Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Commission Class Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Commission Class Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Freight Class Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Freight Class Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Country of Origin,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,CEX Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Commodity Item,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Market Introduced At,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Market Begin Date,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Market End Date,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Initial Invoice Period,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Initial Invoice Qty,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Merchandising Category,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Child Style Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Parent Style Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Price Point,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Item Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Association Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Default Group,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Sellable Item Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,ExpressShipFlag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,F123 Product Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,HS Core Product Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,HS Proprietary Product Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,HS Exclusive Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Berkline Product Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Benchcraft Product Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,New Millennium Product Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Bardini Product Flag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Shanghai Store,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Price Point Rating,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,General Description Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,General Description,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,HSExclusiveFlag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,ConsumerChoiceFlag,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Item Ext Series Number,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Hold Buy Code,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Item Type,calc,"LOOKUPVALUE('Inventory Transaction History'[ItemFlag2],'Inventory Transaction History'[Item SKU],z_ProductDetails[Item SKU])"
z_ProductDetails,Inventory Transactions and Item Balance Detail,Secondary Planner,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,Storage Type L2,calc,"SWITCH(TRUE(),z_ProductDetails[Collective Class]=""BEDDING"",""BED"",z_ProductDetails[Storage Type]=""CSG"",""CASE"",z_ProductDetails[Storage Type])"
z_ProductDetails,Inventory Transactions and Item Balance Detail,Showroom,source,
z_ProductDetails,Inventory Transactions and Item Balance Detail,RH Item Flag,calc,"SWITCH(z_ProductDetails[Item Class Code],""ZJRI"",""RH"",""ZERS"",""RH"",""ZJIK"",""RH"",""ZJRF"",""RH"",""ZERV"",""RH"",""ZJLK"",""RH"",""ZERF"",""RH"",""AFI"")"
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Warehouse,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Warehouse Location,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Site ID,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Warehouse Name,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Warehouse Order Group,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Intransit Warehouse,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Container Direct Warehouse,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Controlled Warehouse,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,AFIWarehousesKey,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Warehouse Group,source,
z_WarehouseMaster,Inventory Transactions and Item Balance Detail,Sort By,source,
AshleyFiscalCalendar,On Time % by Customer,Transaction Date,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Year,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Week,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Month,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Quarter,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Year,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Month,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Week,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Quarter,source,
AshleyFiscalCalendar,On Time % by Customer,Week Day,source,
AshleyFiscalCalendar,On Time % by Customer,WeekdayID,source,
AshleyFiscalCalendar,On Time % by Customer,Simple Week,source,
AshleyFiscalCalendar,On Time % by Customer,Simple Week ID,source,
AshleyFiscalCalendar,On Time % by Customer,Commission Period,source,
AshleyFiscalCalendar,On Time % by Customer,Holiday,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Month Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Month Desc ID,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Month Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Quarter Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Quarter Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Week Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Week Description,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Week Desc ID,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Week Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Week Description,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Week Ended,source,
AshleyFiscalCalendar,On Time % by Customer,Date Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Fiscal Year Desc,source,
AshleyFiscalCalendar,On Time % by Customer,Calendar Year Desc,source,
z_FiscalCal,On Time % by Customer,Transaction Date,source,
z_FiscalCal,On Time % by Customer,Integer Date,source,
z_FiscalCal,On Time % by Customer,Mapics Date,source,
z_FiscalCal,On Time % by Customer,Day of Week,source,
z_FiscalCal,On Time % by Customer,Fiscal Week Num,source,
z_FiscalCal,On Time % by Customer,FW Desc,source,
z_FiscalCal,On Time % by Customer,Fiscal Year Week Num,source,
z_FiscalCal,On Time % by Customer,Fiscal Month Num,source,
z_FiscalCal,On Time % by Customer,FM Desc,source,
z_FiscalCal,On Time % by Customer,Fiscal Month Name,source,
z_FiscalCal,On Time % by Customer,Fiscal Year Month Num,source,
z_FiscalCal,On Time % by Customer,Fiscal Month Year Desc,source,
z_FiscalCal,On Time % by Customer,Fiscal Month (calendar start),source,
z_FiscalCal,On Time % by Customer,Fiscal Quarter Num,source,
z_FiscalCal,On Time % by Customer,FQ Desc,source,
z_FiscalCal,On Time % by Customer,Fiscal Year Half Num,source,
z_FiscalCal,On Time % by Customer,Fiscal Half Num,source,
z_FiscalCal,On Time % by Customer,FH Desc,source,
z_FiscalCal,On Time % by Customer,Fiscal Year,source,
z_FiscalCal,On Time % by Customer,FY Desc,source,
z_FiscalCal,On Time % by Customer,Fiscal Week Start,source,
z_FiscalCal,On Time % by Customer,Fiscal Week End,source,
z_FiscalCal,On Time % by Customer,Fiscal Month Start,source,
z_FiscalCal,On Time % by Customer,Fiscal Month End,source,
z_FiscalCal,On Time % by Customer,Fiscal Year Start,source,
z_FiscalCal,On Time % by Customer,Fiscal Year End,source,
z_FiscalCal,On Time % by Customer,Holiday Indicator,source,
z_FiscalCal,On Time % by Customer,Holiday Name,source,
z_FiscalCal,On Time % by Customer,WeekdayWeekend,source,
z_FiscalCal,On Time % by Customer,Calendar Week Num,source,
z_FiscalCal,On Time % by Customer,Calendar Month Num,source,
z_FiscalCal,On Time % by Customer,Calendar Quarter Num,source,
z_FiscalCal,On Time % by Customer,Calendar Year,source,
z_FiscalCal,On Time % by Customer,Fiscal Day Indicator,source,
z_FiscalCal,On Time % by Customer,Fiscal Week Indicator,source,
z_FiscalCal,On Time % by Customer,Fiscal Month Indicator,source,
z_FiscalCal,On Time % by Customer,Fiscal Quarter Indicator,source,
z_FiscalCal,On Time % by Customer,Fiscal Year Indicator,source,
z_ProductDetails,On Time % by Customer,Item SKU,source,
z_ProductDetails,On Time % by Customer,Item Description,source,
z_ProductDetails,On Time % by Customer,ItemSKU Description,source,
z_ProductDetails,On Time % by Customer,Colors,source,
z_ProductDetails,On Time % by Customer,Series Number,source,
z_ProductDetails,On Time % by Customer,Series Name,source,
z_ProductDetails,On Time % by Customer,Series Description,source,
z_ProductDetails,On Time % by Customer,Ext Series Number,source,
z_ProductDetails,On Time % by Customer,Ext Series Description,source,
z_ProductDetails,On Time % by Customer,Item Ext Series Number,source,
z_ProductDetails,On Time % by Customer,Series Color,source,
z_ProductDetails,On Time % by Customer,Item Grouping,source,
z_ProductDetails,On Time % by Customer,Item Class Code,source,
z_ProductDetails,On Time % by Customer,Item Class Name,source,
z_ProductDetails,On Time % by Customer,Collective Class Code,source,
z_ProductDetails,On Time % by Customer,Collective Class,source,
z_ProductDetails,On Time % by Customer,Responsible Office,source,
z_ProductDetails,On Time % by Customer,Product Line,source,
z_ProductDetails,On Time % by Customer,AFI Finance Division,source,
z_ProductDetails,On Time % by Customer,AFI Sales Division Code,source,
z_ProductDetails,On Time % by Customer,AFI Sales Division,source,
z_ProductDetails,On Time % by Customer,AFI Sales Category Code,source,
z_ProductDetails,On Time % by Customer,AFI Sales Category,source,
z_ProductDetails,On Time % by Customer,Retail Category Code,source,
z_ProductDetails,On Time % by Customer,Retail Category Description,source,
z_ProductDetails,On Time % by Customer,FOB Price,source,
z_ProductDetails,On Time % by Customer,Import/Domestic Code,source,
z_ProductDetails,On Time % by Customer,Qty In Box,source,
z_ProductDetails,On Time % by Customer,UOM,source,
z_ProductDetails,On Time % by Customer,Main Piece Item,source,
z_ProductDetails,On Time % by Customer,Main Piece,source,
z_ProductDetails,On Time % by Customer,Primary Vendor,source,
z_ProductDetails,On Time % by Customer,Primary Vendor Name,source,
z_ProductDetails,On Time % by Customer,Item Style Code,source,
z_ProductDetails,On Time % by Customer,Item Style Group,source,
z_ProductDetails,On Time % by Customer,AFI Item Status,source,
z_ProductDetails,On Time % by Customer,Manufacturing Status,source,
z_ProductDetails,On Time % by Customer,Manufacturing Status Change Date,source,
z_ProductDetails,On Time % by Customer,ItemForecastPlannerID,source,
z_ProductDetails,On Time % by Customer,Cubes,source,
z_ProductDetails,On Time % by Customer,ContainerVolume,source,
z_ProductDetails,On Time % by Customer,Unit Price,source,
z_ProductDetails,On Time % by Customer,Current Status,source,
z_ProductDetails,On Time % by Customer,Future Status,source,
z_ProductDetails,On Time % by Customer,Current SCP Manufacturing Status,source,
z_ProductDetails,On Time % by Customer,ItemImage,source,
z_ProductDetails,On Time % by Customer,Image URL,source,
z_ProductDetails,On Time % by Customer,Sales Class Code,source,
z_ProductDetails,On Time % by Customer,Sales Class Description,source,
z_ProductDetails,On Time % by Customer,Marketing Item Status,source,
z_ProductDetails,On Time % by Customer,Marketing Status Description,source,
z_ProductDetails,On Time % by Customer,Discount Class Code,source,
z_ProductDetails,On Time % by Customer,Discount Class Description,source,
z_ProductDetails,On Time % by Customer,Commission Class Code,source,
z_ProductDetails,On Time % by Customer,Commission Class Description,source,
z_ProductDetails,On Time % by Customer,Freight Class Code,source,
z_ProductDetails,On Time % by Customer,Freight Class Description,source,
z_ProductDetails,On Time % by Customer,Country of Origin,source,
z_ProductDetails,On Time % by Customer,CEX Code,source,
z_ProductDetails,On Time % by Customer,Commodity Item,source,
z_ProductDetails,On Time % by Customer,Market Introduced At,source,
z_ProductDetails,On Time % by Customer,Market Begin Date,source,
z_ProductDetails,On Time % by Customer,Market End Date,source,
z_ProductDetails,On Time % by Customer,Initial Invoice Period,source,
z_ProductDetails,On Time % by Customer,Initial Invoice Qty,source,
z_ProductDetails,On Time % by Customer,Merchandising Category,source,
z_ProductDetails,On Time % by Customer,Child Style Description,source,
z_ProductDetails,On Time % by Customer,Parent Style Description,source,
z_ProductDetails,On Time % by Customer,Price Point,source,
z_ProductDetails,On Time % by Customer,Item Code,source,
z_ProductDetails,On Time % by Customer,Association Code,source,
z_ProductDetails,On Time % by Customer,Default Group,source,
z_ProductDetails,On Time % by Customer,Sellable Item Flag,source,
z_ProductDetails,On Time % by Customer,ExpressShipFlag,source,
z_ProductDetails,On Time % by Customer,ConsumerChoiceFlag,source,
z_ProductDetails,On Time % by Customer,F123 Product Flag,source,
z_ProductDetails,On Time % by Customer,HS Core Product Flag,source,
z_ProductDetails,On Time % by Customer,HS Proprietary Product Flag,source,
z_ProductDetails,On Time % by Customer,HS Exclusive Flag,source,
z_ProductDetails,On Time % by Customer,Berkline Product Flag,source,
z_ProductDetails,On Time % by Customer,Benchcraft Product Flag,source,
z_ProductDetails,On Time % by Customer,New Millennium Product Flag,source,
z_ProductDetails,On Time % by Customer,Bardini Product Flag,source,
z_ProductDetails,On Time % by Customer,Shanghai Store,source,
z_ProductDetails,On Time % by Customer,Price Point Rating,source,
z_ProductDetails,On Time % by Customer,General Description Code,source,
z_ProductDetails,On Time % by Customer,General Description,source,
z_ProductDetails,On Time % by Customer,Hold Buy Code,source,
z_ProductDetails,On Time % by Customer,HSExclusiveFlag,source,
z_ProductDetails,On Time % by Customer,Secondary Planner,source,
Query1,Plan Drop 1,Item-Lvl1,source,
Query1,Plan Drop 1,Item Description,source,
Query1,Plan Drop 1,FORECASTPLANNER,source,
Query1,Plan Drop 1,Series Number,source,
Query1,Plan Drop 1,Field1,source,
Query1,Plan Drop 1,Field8,source,
Query1,Plan Drop 1,Planning Vendor,source,
Query1,Plan Drop 1,Field-19,source,
Query1,Plan Drop 1,ForeCastType,source,
Query1,Plan Drop 1,UnitPrice,source,
Query1,Plan Drop 1,Valid Demands,source,
Query1,Plan Drop 1,ACT_DEMD_0,source,
Query1,Plan Drop 1,ACT_DEMD_1,source,
Query1,Plan Drop 1,ACT_DEMD_2,source,
Query1,Plan Drop 1,ACT_DEMD_3,source,
Query1,Plan Drop 1,ACT_DEMD_4,source,
Query1,Plan Drop 1,ACT_DEMD_5,source,
Query1,Plan Drop 1,ACT_DEMD_6,source,
Query1,Plan Drop 1,ACT_DEMD_7,source,
Query1,Plan Drop 1,ACT_DEMD_8,source,
Query1,Plan Drop 1,ACT_DEMD_9,source,
Query1,Plan Drop 1,ACT_DEMD_10,source,
Query1,Plan Drop 1,ACT_DEMD_11,source,
Query1,Plan Drop 1,MgmtValidDemand,source,
Query1,Plan Drop 1,On_hand_Qty,source,
Query1,Plan Drop 1,PermanentComponent,source,
Query1,Plan Drop 1,Field 19 Format,source,
Query1,Plan Drop 1,Collective Class,source,
Query1,Plan Drop 1,Current Month FC,source,
Query1,Plan Drop 1,Month+1 FC,source,
Query1,Plan Drop 1,Month+2 FC,source,
Query1,Plan Drop 1,Month+3 FC,source,
Query1,Plan Drop 1,Month+4 FC,source,
Query1,Plan Drop 1,Month+5 FC,source,
Query1,Plan Drop 1,Month+6 FC,source,
Query1,Plan Drop 1,Month+7 FC,source,
Query1,Plan Drop 1,Month+8 FC,source,
Query1,Plan Drop 1,Month+9 FC,source,
Query1,Plan Drop 1,Month+10 FC,source,
Query1,Plan Drop 1,Month+11 FC,source,
_Measures,Product Review (NEW),Column1,source,
_Titles,Product Review (NEW),Column1,source,
Cycle Dates,Product Review (NEW),FileSystemObjectType,source,
Cycle Dates,Product Review (NEW),Id,source,
Cycle Dates,Product Review (NEW),ServerRedirectedEmbedUri,source,
Cycle Dates,Product Review (NEW),ServerRedirectedEmbedUrl,source,
Cycle Dates,Product Review (NEW),ContentTypeId,source,
Cycle Dates,Product Review (NEW),Title,source,
Cycle Dates,Product Review (NEW),OData__ColorTag,source,
Cycle Dates,Product Review (NEW),ComplianceAssetId,source,
Cycle Dates,Product Review (NEW),fcst_snapshot,source,
Cycle Dates,Product Review (NEW),ExceptionNote,source,
Cycle Dates,Product Review (NEW),CycleMonthLastDat,source,
Cycle Dates,Product Review (NEW),CycleDescription,source,
Cycle Dates,Product Review (NEW),Created,source,
Cycle Dates,Product Review (NEW),Modified,source,
Cycle Dates,Product Review (NEW),ID.1,source,
Cycle Dates,Product Review (NEW),AuthorId,source,
Cycle Dates,Product Review (NEW),EditorId,source,
Cycle Dates,Product Review (NEW),OData__UIVersionString,source,
Cycle Dates,Product Review (NEW),Attachments,source,
Cycle Dates,Product Review (NEW),GUID,source,
Default Planner Assignment Rules,Product Review (NEW),Id,source,
Default Planner Assignment Rules,Product Review (NEW),CollectiveClass,source,
Default Planner Assignment Rules,Product Review (NEW),LifeCyclePlannerId,source,
Default Planner Assignment Rules,Product Review (NEW),CustomerGroup,source,
Default Planner Assignment Rules,Product Review (NEW),ForecastAnalyst0Id,source,
Default Planner Assignment Rules,Product Review (NEW),CategoryAnalystId,source,
Default Planner Assignment Rules,Product Review (NEW),CustDemandPlannerId,source,
Default Planner Assignment Rules,Product Review (NEW),Modified,source,
Default Planner Assignment Rules,Product Review (NEW),Life Cycle Planner,source,
Default Planner Assignment Rules,Product Review (NEW),FC Analyst,source,
Default Planner Assignment Rules,Product Review (NEW),Category Analyst,source,
Default Planner Assignment Rules,Product Review (NEW),Cust Demand Planner,source,
Default Planner Assignment Rules,Product Review (NEW),CustGrp-CC,source,
FcstType,Product Review (NEW),Parameter,source,
FcstType,Product Review (NEW),Parameter Fields,source,
FcstType,Product Review (NEW),Parameter Order,source,
Join,Product Review (NEW),Customer Group,source,
Join,Product Review (NEW),Collective Class,source,
Join,Product Review (NEW),Item Ext Series Number,source,
Join,Product Review (NEW),CustGrp-CC,source,
Join,Product Review (NEW),CustGrp-Series,source,
Join,Product Review (NEW),Item SKU,source,
Join,Product Review (NEW),Cust-Item,source,
Product Journal,Product Review (NEW),Sort,calc,```
Product Journal,Product Review (NEW),Key Insight Flag,calc,"SWITCH('Product Journal'[Key Insight],""1"",""TRUE"",""0"",""FALSE"",'Product Journal'[Key Insight])"
Product Journal,Product Review (NEW),Date,source,
Product Journal,Product Review (NEW),Channel,source,
Product Journal,Product Review (NEW),Item Series,source,
Product Journal,Product Review (NEW),Item SKU,source,
Product Journal,Product Review (NEW),Action - Adjustment,source,
Product Journal,Product Review (NEW),Comment - Insight,source,
Product Journal,Product Review (NEW),Key Insight,source,
Product Journal,Product Review (NEW),Demand Planner,source,
Product Journal,Product Review (NEW),Source_File,source,
Product Journal,Product Review (NEW),Source_Type,source,
Product Journal,Product Review (NEW),Source_Folder,source,
Product Journal,Product Review (NEW),File_Modified,source,
Product Journal,Product Review (NEW),Processed_Date,source,
User Information List,Product Review (NEW),UserName,source,
User Information List,Product Review (NEW),Id,source,
User Information List,Product Review (NEW),PlannerName,source,
z_CustomerMaster,Product Review (NEW),Customer Name,source,
z_CustomerMaster,Product Review (NEW),Customer Group,source,
z_CustomerMaster,Product Review (NEW),Account And ShipTo Number,source,
z_CustomerMaster,Product Review (NEW),Account Number,source,
z_CustomerMaster,Product Review (NEW),ShipTo Number,source,
z_CustomerMaster,Product Review (NEW),Account Name,source,
z_CustomerMaster,Product Review (NEW),ShipTo Details,source,
z_CustomerMaster,Product Review (NEW),Customer Segment,source,
z_CustomerMaster,Product Review (NEW),Business Type Code,source,
z_CustomerMaster,Product Review (NEW),Business Type,source,
z_CustomerMaster,Product Review (NEW),Reporting Business Type,source,
z_CustomerMaster,Product Review (NEW),Address 1,source,
z_CustomerMaster,Product Review (NEW),Address 2,source,
z_CustomerMaster,Product Review (NEW),Address 3,source,
z_CustomerMaster,Product Review (NEW),Address 4,source,
z_CustomerMaster,Product Review (NEW),Address 5,source,
z_CustomerMaster,Product Review (NEW),City,source,
z_CustomerMaster,Product Review (NEW),State,source,
z_CustomerMaster,Product Review (NEW),ZipCode,source,
z_CustomerMaster,Product Review (NEW),Country,source,
z_CustomerMaster,Product Review (NEW),State Code,source,
z_CustomerMaster,Product Review (NEW),Country Code,source,
z_CustomerMaster,Product Review (NEW),Latitude,source,
z_CustomerMaster,Product Review (NEW),Longitude,source,
z_CustomerMaster,Product Review (NEW),Account Exception Flag,source,
z_CustomerMaster,Product Review (NEW),Customer Shipto Name,source,
z_CustomerMaster,Product Review (NEW),Shipto AddressID,source,
z_CustomerMaster,Product Review (NEW),Primary Sales Territory,source,
z_CustomerMaster,Product Review (NEW),Shipto Sales Territory,source,
z_CustomerMaster,Product Review (NEW),Customer Account Status,source,
z_CustomerMaster,Product Review (NEW),Default Warehouse,source,
z_CustomerMaster,Product Review (NEW),Route Zone,source,
z_CustomerMaster,Product Review (NEW),Route Region,source,
z_CustomerMaster,Product Review (NEW),ABC Account-Current Year,source,
z_CustomerMaster,Product Review (NEW),ABC Account-Previous Year,source,
z_CustomerMaster,Product Review (NEW),ABC Account-2 Years Ago,source,
z_CustomerMaster,Product Review (NEW),Commission Code,source,
z_CustomerMaster,Product Review (NEW),Account Group,source,
z_CustomerMaster,Product Review (NEW),Customer Planner Filter,calc,"CALCULATE(min('Default Planner Assignment Rules'[Cust Demand Planner]),USERELATIONSHIP('Default Planner Assignment Rules'[CustomerGroup],z_CustomerMaster[Customer Group]))"
z_FiscalCal,Product Review (NEW),Transaction Date,source,
z_FiscalCal,Product Review (NEW),Fiscal Year,source,
z_FiscalCal,Product Review (NEW),Calendar Year,source,
z_FiscalCal,Product Review (NEW),Integer Date,source,
z_FiscalCal,Product Review (NEW),Mapics Date,source,
z_FiscalCal,Product Review (NEW),Day of Week,source,
z_FiscalCal,Product Review (NEW),Fiscal Week Num,source,
z_FiscalCal,Product Review (NEW),FW Desc,source,
z_FiscalCal,Product Review (NEW),Fiscal Year Week Num,source,
z_FiscalCal,Product Review (NEW),Fiscal Month Num,source,
z_FiscalCal,Product Review (NEW),FM Desc,source,
z_FiscalCal,Product Review (NEW),Fiscal Month Name,source,
z_FiscalCal,Product Review (NEW),Fiscal Year Month Num,source,
z_FiscalCal,Product Review (NEW),Fiscal Month Year Desc,source,
z_FiscalCal,Product Review (NEW),Fiscal Month (calendar start),source,
z_FiscalCal,Product Review (NEW),Fiscal Quarter Num,source,
z_FiscalCal,Product Review (NEW),FQ Desc,source,
z_FiscalCal,Product Review (NEW),Fiscal Year Half Num,source,
z_FiscalCal,Product Review (NEW),Fiscal Half Num,source,
z_FiscalCal,Product Review (NEW),FY Desc,source,
z_FiscalCal,Product Review (NEW),Fiscal Year Start,source,
z_FiscalCal,Product Review (NEW),Fiscal Year End,source,
z_FiscalCal,Product Review (NEW),Fiscal Month Start,source,
z_FiscalCal,Product Review (NEW),Fiscal Month End,source,
z_FiscalCal,Product Review (NEW),Fiscal Week Start,source,
z_FiscalCal,Product Review (NEW),Fiscal Week End,source,
z_FiscalCal,Product Review (NEW),Holiday Indicator,source,
z_FiscalCal,Product Review (NEW),Holiday Name,source,
z_FiscalCal,Product Review (NEW),Calendar Week Num,source,
z_FiscalCal,Product Review (NEW),Calendar Month Num,source,
z_FiscalCal,Product Review (NEW),Calendar Quarter Num,source,
z_FiscalCal,Product Review (NEW),FH Desc,source,
z_FiscalCal,Product Review (NEW),WeekdayWeekend,source,
z_FiscalCal,Product Review (NEW),Fiscal Day Indicator,source,
z_FiscalCal,Product Review (NEW),Fiscal Week Indicator,source,
z_FiscalCal,Product Review (NEW),Fiscal Month Indicator,source,
z_FiscalCal,Product Review (NEW),Fiscal Quarter Indicator,source,
z_FiscalCal,Product Review (NEW),Fiscal Year Indicator,source,
z_FiscalCal,Product Review (NEW),FW Indicator,calc,"CONCATENATE(""FW "",z_FiscalCal[Fiscal Week Indicator])"
z_FiscalCal,Product Review (NEW),Rolling 12 Month Year,calc,"floor(divide(z_FiscalCal[Fiscal Month Indicator]+7,12),1)"
z_FiscalCal,Product Review (NEW),Rolling 12 Month Month Sort,calc,z_FiscalCal[Rolling 12 Month Month]
z_FiscalCal,Product Review (NEW),Rolling 12 month Month Name,calc,"LOOKUPVALUE(z_FiscalCal[Fiscal Month Name],z_FiscalCal[Fiscal Month Indicator],z_FiscalCal[Rolling 12 Month Month Sort])"
z_FiscalCal,Product Review (NEW),Rolling 12 Month Month,calc,z_FiscalCal[Fiscal Month Indicator] - (z_FiscalCal[Rolling 12 Month Year]*12)
z_ProductDetails,Product Review (NEW),Item SKU,source,
z_ProductDetails,Product Review (NEW),Item Description,source,
z_ProductDetails,Product Review (NEW),Colors,source,
z_ProductDetails,Product Review (NEW),Series Number,source,
z_ProductDetails,Product Review (NEW),Series Name,source,
z_ProductDetails,Product Review (NEW),Series Color,source,
z_ProductDetails,Product Review (NEW),Item Grouping,source,
z_ProductDetails,Product Review (NEW),Item Class Code,source,
z_ProductDetails,Product Review (NEW),Item Class Name,source,
z_ProductDetails,Product Review (NEW),Collective Class Code,source,
z_ProductDetails,Product Review (NEW),Collective Class,source,
z_ProductDetails,Product Review (NEW),Responsible Office,source,
z_ProductDetails,Product Review (NEW),Product Line,source,
z_ProductDetails,Product Review (NEW),Retail Category Code,source,
z_ProductDetails,Product Review (NEW),Retail Category Description,source,
z_ProductDetails,Product Review (NEW),AFI Finance Division,source,
z_ProductDetails,Product Review (NEW),AFI Sales Division Code,source,
z_ProductDetails,Product Review (NEW),AFI Sales Division,source,
z_ProductDetails,Product Review (NEW),AFI Sales Category Code,source,
z_ProductDetails,Product Review (NEW),AFI Sales Category,source,
z_ProductDetails,Product Review (NEW),FOB Price,source,
z_ProductDetails,Product Review (NEW),Import/Domestic Code,source,
z_ProductDetails,Product Review (NEW),Qty In Box,source,
z_ProductDetails,Product Review (NEW),UOM,source,
z_ProductDetails,Product Review (NEW),Main Piece Item,source,
z_ProductDetails,Product Review (NEW),Primary Vendor,source,
z_ProductDetails,Product Review (NEW),Primary Vendor Name,source,
